Date,High,Low,Open,Close,Volume,Adj Close,symbol,return,SMA_s,SMA_l,SMA_ratio,SMAV_s,SMAV_l,SMAV_ratio,prev_close,TR,ATR_s,ATR_l,ATR_ratio,prev_high,prev_low,+DM,-DM,+DM_s,-DM_s,+DM_l,-DM_l,+DI_s,-DI_s,+DI_l,-DI_l,DX_s,DX_l,ADX_s,ADX_l,Lowest_s,High_s,Lowest_l,High_l,Stochastic_s,Stochastic_l,Stochastic_PD_s,Stochastic_PD_l,Stochastic_ratio,Diff,Up,Down,avg_up_s,avg_down_s,avg_up_l,avg_down_l,RS_s,RS_l,RSI_s,RSI_l,RSI_ratio,Ewm_s,Ewm_l,MACD,MA_s,SD_s,MA_l,SD_l,lowerband_s,upperband_s,lowerband_l,upperband_l,RC_s,RC_l,AO,CMO,ER,Signals
2017-08-07,247.8699951171875,247.3699951171875,247.49000549316406,247.8699951171875,31995000.0,228.95738220214844,SPY,0.0018592273888260458,247.2566680908203,242.8222869873047,1.018261837323637,52174833.333333336,63143514.28571428,0.8262896660653155,247.41000366210938,0.5,1.0453547332765414,1.4138749500088799,0.7393544480507106,247.7899932861328,246.97000122070312,0.0800018310546875,0.0,0.23333504193954546,0.17643400415561905,0.3631792172519325,0.29617952521634594,22.32113506658015,16.87790742598997,25.68679905175854,20.94807077630775,14.0,10.0,13.043842681620028,14.017628042509084,245.67999267578125,248.0,235.42999267578125,248.0,94.39635894872536,98.96575332488456,72.2572360248578,89.96277111314045,0.8031904212241804,0.459991455078125,0.459991455078125,0.0,0.17666456434461805,0.12666490342881945,0.41557072230747766,0.2831423078264509,1.3947396600187392,1.4677097375436996,58.24180737908793,59.47659545261686,0.9792390928880143,247.19314978332707,242.84594021418076,-4.347209569146315,247.2566680908203,0.3383016557470178,242.8222869873047,3.0202802330735836,246.58006477932628,247.93327140231435,236.78172652115754,248.86284745345185,0.0018187573824768322,0.03885158749597917,2.5286161983714237,36.22179965816885,0.31531581069687303,1
2017-08-08,248.91000366210938,246.8300018310547,247.50999450683594,247.25999450683594,61719400.0,228.3938751220703,SPY,-0.002460969953475667,247.23777940538196,242.95342973981585,1.0176344481745094,53746388.88888889,63117608.571428575,0.851527649816857,247.8699951171875,2.0800018310546875,1.1603155219185577,1.4233910483095342,0.8151769138190003,247.8699951171875,247.3699951171875,1.040008544921875,0.0,0.3229654311598043,0.15683022591610582,0.3728482076472174,0.29194838914182675,27.834276544520204,13.51617064096413,26.194362265381965,20.51076473247139,35.0,12.0,15.48341571699558,13.988804784758955,245.67999267578125,248.91000366210938,235.42999267578125,248.91000366210938,48.91629897676704,87.75958597550898,67.75926922409525,90.00053311867079,0.7528763094630876,-0.6100006103515625,0.0,0.6100006103515625,0.17555406358506945,0.1944427490234375,0.41557072230747766,0.28442796979631696,0.90285734215735,1.4610754441803806,47.44745295166176,59.36735696726952,0.7992178762113419,247.20651872802887,242.97027977172033,-4.23623895630854,247.23777940538196,0.33210365354861554,242.95342973981585,3.0106681943405245,246.57357209828473,247.9019867124792,236.9320933511348,248.9747661284969,-0.0006870556277632778,0.038558436681698005,2.5557636036592157,18.58464144443099,0.04790577829757684,-1
2017-08-09,247.30999755859375,246.05999755859375,246.47000122070312,247.25,62632600.0,228.3846435546875,SPY,-4.0421042861726875e-05,247.2433353000217,243.07585841587613,1.0171447584770654,52842611.11111111,63056895.71428572,0.8380147882722281,247.25999450683594,1.25,1.1702804639276068,1.4209140333336838,0.8236110253496111,248.91000366210938,246.8300018310547,0.0,0.7700042724609375,0.2870803832531594,0.22496067553219826,0.36752180468082857,0.2987777589035283,24.53090452263741,19.222800214676937,25.86516819870979,21.027152374767496,12.0,10.0,15.096369526218293,13.9318218592624,246.05999755859375,248.91000366210938,235.42999267578125,248.91000366210938,41.75438220775466,87.68544281015048,63.95687863144124,89.9802838029434,0.7107876962413971,-0.0099945068359375,0.0,0.0099945068359375,0.17555406358506945,0.1699981689453125,0.4069994245256696,0.2845707484654018,1.0326820851908367,1.4302222794172843,50.803915315359525,58.8515006026618,0.8632560732540048,247.2152149824231,243.0908352711085,-4.124379711314617,247.2433353000217,0.33181069730736135,243.07585841587613,3.008619314478946,246.57971390540698,247.90695669463642,237.05861978691823,249.09309704483402,0.00020227771996395028,0.03590584710575251,2.3873807121725577,18.305787636884755,0.053890574174920505,-1
2017-08-10,246.44000244140625,243.6999969482422,246.2899932861328,243.75999450683594,120479500.0,225.1609344482422,SPY,-0.014115290164465333,246.8933342827691,243.1471439906529,1.0154070914863809,60663844.44444445,63958378.571428575,0.9484894051323581,247.25,3.5500030517578125,1.4346940847976297,1.4513295907397428,0.9885377476982097,247.30999755859375,246.05999755859375,0.0,2.3600006103515625,0.2551825628916972,0.46218733495657205,0.36227149318538815,0.32822379963850024,17.7865487559804,32.21504429787663,24.961352369363485,22.61538672764224,29.0,5.0,16.64121735663848,13.804224404130078,243.6999969482422,248.91000366210938,235.42999267578125,248.91000366210938,1.1515831339345073,61.795215445323095,56.610677286425386,89.58163004518144,0.631945157259063,-3.4900054931640625,0.0,3.4900054931640625,0.17555406358506945,0.5255550808376737,0.40571354457310266,0.33442796979631695,0.33403551784763774,1.2131567369206653,25.03947708877932,54.81567196224084,0.45679412825637683,246.52417088730567,243.10968482704448,-3.414486060261197,246.8933342827691,1.2145386677005592,243.1471439906529,2.96390231983975,244.46425694736797,249.32241161817024,237.2193393509734,249.0749486303324,-0.012757721876607953,0.02089873160399547,1.9449987074908108,-38.13651666576099,0.5212144191466144,-1
2017-08-11,244.8000030517578,243.75,244.02000427246094,244.1199951171875,74869900.0,225.49346923828125,SPY,0.0014768650248777604,246.59888882107205,243.22771541050503,1.013860153251357,61667311.11111111,63983124.28571428,0.963805875370168,243.75999450683594,1.0500030517578125,1.3919506366820944,1.4455963544685724,0.9628902510575305,246.44000244140625,243.6999969482422,0.0,0.0,0.22682894479261975,0.41083318662806406,0.35709618613988264,0.3235348882150931,16.295760698331783,29.514925012523534,24.70234412504158,22.380721092370933,29.0,5.0,18.014415428123094,13.678449769785363,243.6999969482422,248.91000366210938,235.42999267578125,248.91000366210938,8.06137481219413,64.4658409419691,52.286040026410916,89.26108727439986,0.5857652155376175,0.3600006103515625,0.3600006103515625,0.0,0.2155541314019097,0.5099995930989584,0.4108564104352679,0.3302849905831473,0.42265549682523845,1.243945144797118,29.70891391263912,55.43563075422625,0.5359173064044951,246.04333573328205,243.13814427183723,-2.905191461444815,246.59888882107205,1.528755624249635,243.22771541050503,2.9113849834115793,243.54137757257277,249.65640006957133,237.40494544368187,249.0504853773282,-0.010738781494478267,0.02364977981671923,1.2862053366268356,-30.974737921287996,0.418293207419405,1
2017-08-14,246.7899932861328,245.5500030517578,245.58999633789062,246.5399932861328,73291900.0,227.7288360595703,SPY,0.009913150161188655,246.51222059461804,243.33885825020926,1.0130409190181449,63694144.44444445,64152112.85714286,0.9928612107645116,244.1199951171875,2.6699981689453125,1.5339559180446742,1.4630878089610972,1.0484373587487539,244.8000030517578,243.75,1.989990234375,0.0,0.42273575474621755,0.3651850547805014,0.38042324397181293,0.31891296124059176,27.55853344762845,23.806750277804653,26.001395243798946,21.79725367727888,7.0,9.0,16.790591491664973,13.611614773074143,243.6999969482422,248.91000366210938,235.42999267578125,248.91000366210938,54.51041608701892,82.41833498221696,50.48830143577978,89.16910561265426,0.5662084540255256,2.4199981689453125,2.4199981689453125,0.0,0.4233313666449653,0.5099995930989584,0.4414278302873884,0.3302849905831473,0.8300621654865197,1.3365058748446565,45.357047489468684,57.201049192034006,0.7929408311584825,246.1426672438522,243.2339710046343,-2.908696239217903,246.51222059461804,1.5046845360641314,243.33885825020926,2.886754301698459,243.50285152248978,249.5215896667463,237.56534964681234,249.11236685360618,-0.003153865498084829,0.03258501825386051,0.9240002351648684,5.586190259137947,0.02569960412312078,1
2017-08-15,247.0,246.16000366210938,246.97999572753906,246.50999450683594,55242700.0,227.70114135742188,SPY,-0.00012167916003003043,246.4088863796658,243.43614392961774,1.0122115902842577,64586533.333333336,64055561.428571425,1.008289239730636,246.5399932861328,0.839996337890625,1.4568492980275576,1.454186502231519,1.0018311239940354,246.7899932861328,245.5500030517578,0.2100067138671875,0.0,0.39909919464854754,0.3246089375826679,0.3779887221131754,0.3143570617942976,27.39467940773914,22.281572845053986,25.99313922479225,21.617382729925055,10.0,9.0,16.03608132592442,13.545734562030226,243.6999969482422,248.91000366210938,235.42999267578125,248.91000366210938,53.93462452005166,82.19579229046914,48.05189856009666,88.97802615312797,0.5400423074951233,-0.029998779296875,0.0,0.029998779296875,0.4099985758463542,0.5133327907986112,0.4279992239815848,0.3307135445731027,0.7986993685100536,1.2941690203044514,44.40427247003781,56.411232513840964,0.7871530277084949,246.21613269644897,243.32625335680902,-2.889879339639947,246.4088863796658,1.4643995606127764,243.43614392961774,2.8770794769004655,243.48008725844025,249.33768550089135,237.68198497581682,249.19030288341867,-0.003758518935476185,0.028410503317879643,0.541441210578455,5.181785507701215,0.09608718710800826,-1
2017-08-16,247.57000732421875,246.4499969482422,247.11000061035156,246.94000244140625,56715500.0,228.0983123779297,SPY,0.001744383368433411,246.4066636827257,243.54014391217913,1.0117702146533192,66348700.0,64174558.571428575,1.0338785568139364,246.50999450683594,1.1200103759765625,1.4194227511330026,1.449412557570734,0.9793089922664978,247.0,246.16000366210938,0.57000732421875,0.0,0.4180889868230145,0.2885412778512604,0.38073184500039786,0.30986624662580764,29.45486018800883,20.328071930715694,26.268010651054226,21.378747203981334,18.0,10.0,16.25429451193282,13.49508121114408,243.6999969482422,248.91000366210938,235.42999267578125,248.91000366210938,62.1881251043366,85.3857595316416,48.83137416026194,88.8365986017544,0.5496763150418231,0.4300079345703125,0.4300079345703125,0.0,0.4577772352430556,0.4599999321831597,0.43414219447544644,0.3301422119140625,0.995168049417844,1.3150157078018718,49.8789086818134,56.80374881993743,0.8780918463660712,246.36090664544042,243.4280491056709,-2.9328575397695147,246.4066636827257,1.4634733841881267,243.54014391217913,2.870171749737443,243.47971691434947,249.33361045110195,237.79980041270426,249.280487411654,-8.100207287453642e-05,0.030376360961592797,0.4877655478084648,10.633277010830493,0.05720830190787452,1
2017-08-17,246.60000610351562,243.08999633789062,246.24000549316406,243.08999633789062,128490400.0,224.54205322265625,SPY,-0.01559085634345192,245.92666286892361,243.5922866821289,1.0095831285078452,73937433.33333333,65276375.71428572,1.1326828814295238,246.94000244140625,3.850006103515625,1.689487568064405,1.4837067510842323,1.1386937255827652,247.57000732421875,246.4499969482422,0.0,3.3600006103515625,0.37163465495379067,0.6298145370179606,0.3752928186432493,0.3534395946790327,21.996886036844966,37.27843571761349,25.294271820829866,23.821391553334475,26.0,3.0,17.337150677273616,13.345151479556309,243.08999633789062,248.91000366210938,235.42999267578125,248.91000366210938,0.0,56.82490667016818,40.54590708786476,88.30960797079891,0.4591335871547744,-3.850006103515625,0.0,3.850006103515625,0.4077775743272569,0.8877783881293403,0.43414219447544644,0.38199942452566965,0.4593236102384685,1.1364996034078394,31.47510305568278,53.194468259907815,0.5916988003695354,245.70672458393045,243.418526492494,-2.288198091436442,245.92666286892361,1.769675778943212,243.5922866821289,2.827441300413505,242.3873113110372,249.46601442681003,237.93740408130188,249.24716928295592,-0.017460924215977225,0.015243876792799371,0.3543835808249014,-29.620827042312943,0.31957144351161293,-1
2017-08-18,244.19000244140625,242.1999969482422,242.89999389648438,242.7100067138672,136748000.0,224.1910858154297,SPY,-0.0015631643825246844,245.35333082411023,243.6328582763672,1.0070617426562036,85576655.55555555,66454292.85714286,1.287752105639287,243.08999633789062,1.9900054931640625,1.7228784486310336,1.4909395902568015,1.155565564084513,246.60000610351562,243.08999633789062,0.0,0.8899993896484375,0.3303419155144806,0.6587239650880137,0.3699314926626315,0.361104734607167,19.173837584245366,38.23391984567589,24.81197059090194,24.219944051855908,33.0,1.0,19.07746726868766,13.168792172705505,242.1999969482422,248.91000366210938,235.42999267578125,248.91000366210938,7.600734058447244,54.00599484280517,30.901948766722754,87.69847036722992,0.35236588092498605,-0.3799896240234375,0.0,0.3799896240234375,0.3566674126519097,0.9299994574652778,0.4279994419642857,0.38742784772600447,0.38351357066810565,1.1047203872318805,27.720260848826015,52.487750578821746,0.5281281926379762,245.10738100991782,243.39856818887074,-1.7088128210470757,245.35333082411023,1.8929464067577684,243.6328582763672,2.793426592609165,241.56743801059469,249.13922363762578,238.04600509114886,249.21971146158552,-0.020817317565527738,0.011839795116067808,0.1075009963091702,-32.3213261552298,0.3903654127162561,-1
2017-08-21,243.1999969482422,241.8300018310547,242.63999938964844,242.89999389648438,65469700.0,224.36654663085938,SPY,0.0007827744112798296,244.86888631184897,243.68314383370534,1.0048659191583345,85993355.55555555,66498741.428571425,1.2931576404032241,242.7100067138672,1.3699951171875,1.6836691895817522,1.489211812070097,1.1305773805549846,244.19000244140625,242.1999969482422,0.0,0.3699951171875,0.2936372582350939,0.6266429819879566,0.3646467570531653,0.36123174007260034,17.440317851753147,37.218889902215516,24.48588938777511,24.256572311930952,36.0,0.0,20.95774868327792,12.980666570238283,241.8300018310547,247.57000732421875,235.42999267578125,248.91000366210938,18.640958910300203,55.41539415865052,27.538022092670882,87.16101858445997,0.3159442436527545,0.1899871826171875,0.1899871826171875,0.0,0.377777099609375,0.8622216118706597,0.4307135445731027,0.38042798723493304,0.4381438535155213,1.1321815403321414,30.46592678781647,53.09967837709426,0.5737497423517095,244.66590358723116,243.38452384260634,-1.2813797446248145,244.86888631184897,1.9018834777380595,243.68314383370534,2.747057293671586,241.06511935637286,248.67265326732507,238.18902924636217,249.17725842104852,-0.017633263395672505,0.01470460749382596,-0.6152632769416186,-29.559606721127373,0.4222604808662126,1
2017-08-22,245.6199951171875,243.5500030517578,243.57000732421875,245.44000244140625,63140100.0,226.7127685546875,SPY,0.010457013621846034,244.66777547200522,243.77542964390346,1.0036605240708847,86049744.44444445,66630561.428571425,1.2914455859221683,242.89999389648438,2.720001220703125,1.7988171930396826,1.5067945179077116,1.1938039139785728,243.1999969482422,241.8300018310547,2.4199981689453125,0.0,0.5298995816473404,0.5570159839892947,0.394008920080196,0.35607128664299176,29.458223086688644,30.96568045628007,26.14881560807008,23.631044738430653,2.0,5.0,18.851332162913707,12.866657047806306,241.8300018310547,247.57000732421875,235.42999267578125,248.91000366210938,62.891936508611636,74.25817216156192,29.886639237210538,86.93507835572882,0.3437811272788837,2.540008544921875,2.540008544921875,0.0,0.6600002712673612,0.8611111111111112,0.46699938092912946,0.3747135707310268,0.7664519279233871,1.2462836080851376,43.38934537688868,55.48202389045353,0.7820433058202556,244.82072335806618,243.44242464820636,-1.3782987098598198,244.66777547200522,1.7040300471074616,243.77542964390346,2.69478057927642,241.2597153777903,248.07583556622015,238.3858684853506,249.16499080245632,-0.007320515909378211,0.027031579334498845,-1.0798521602854976,1.1025754172362396,0.13284616575503735,1
