Date,High,Low,Open,Close,Volume,Adj Close,symbol,return,SMA_s,SMA_l,SMA_ratio,SMAV_s,SMAV_l,SMAV_ratio,prev_close,TR,ATR_s,ATR_l,ATR_ratio,prev_high,prev_low,+DM,-DM,+DM_s,-DM_s,+DM_l,-DM_l,+DI_s,-DI_s,+DI_l,-DI_l,DX_s,DX_l,ADX_s,ADX_l,Lowest_s,High_s,Lowest_l,High_l,Stochastic_s,Stochastic_l,Stochastic_PD_s,Stochastic_PD_l,Stochastic_ratio,Diff,Up,Down,avg_up_s,avg_down_s,avg_up_l,avg_down_l,RS_s,RS_l,RSI_s,RSI_l,RSI_ratio,Ewm_s,Ewm_l,MACD,MA_s,SD_s,MA_l,SD_l,lowerband_s,upperband_s,lowerband_l,upperband_l,RC_s,RC_l,AO,CMO,ER,Signals
2017-07-24,246.97999572753906,246.27999877929688,246.7899932861328,246.82000732421875,46622300.0,227.9875030517578,SPY,-0.0002430231586484366,245.88555738661023,241.16957244873046,1.0195546431914926,51416855.55555555,67853591.42857143,0.7577617407279228,246.8800048828125,0.6999969482421875,1.2695409896368015,1.4772428858192677,0.8593989531604505,246.91000366210938,246.17999267578125,0.0699920654296875,0.0,0.3934222099755171,0.25062747815871306,0.3921023529108855,0.3144152974239376,30.989327102236363,19.741582209993407,26.542849295458176,21.283926999558048,22.0,11.0,20.1284809348832,14.642857142857142,243.3000030517578,247.4199981689453,232.50999450683594,247.4199981689453,85.43709816005452,95.97591752273466,93.77990635552364,86.38078841974433,1.0856569854378415,-0.05999755859375,0.0,0.05999755859375,0.54888916015625,0.034444173177083336,0.5002857753208705,0.3175713675362723,15.935617247489663,1.5753491229455028,94.09528459821429,61.17031313966976,1.538250824110826,245.81813847065922,241.37924215073915,-4.438896319920076,245.88555738661023,1.145954807061648,241.16957244873046,3.3904134875064886,243.59364777248695,248.17746700073351,234.38874547371748,247.95039942374345,0.019117241984142774,0.05465114990229769,2.7569398319020024,36.81256371736288,0.8195245321193728,-1
2017-07-25,247.8000030517578,247.16000366210938,247.67999267578125,247.4199981689453,54915600.0,228.5417022705078,SPY,0.002430884154129398,246.26444668240018,241.38257250104633,1.0202246339939587,50895211.11111111,67311237.14285715,0.7561176004400916,246.82000732421875,0.9799957275390625,1.2373692938481637,1.4701393549866932,0.8416680293953247,246.97999572753906,246.27999877929688,0.82000732421875,0.0,0.44082055600254294,0.22277998058552273,0.3982152810724265,0.3099236503178813,35.62562593028396,18.004324310706536,27.086907082766377,21.081243030915704,33.0,12.0,21.558649719896177,14.605102040816325,243.75999450683594,247.8000030517578,232.8800048828125,247.8000030517578,90.59395843877235,97.45305007072021,93.23270173505033,87.0707810720791,1.0707690982795968,0.5999908447265625,0.5999908447265625,0.0,0.4133334689670139,0.034444173177083336,0.5088570731026786,0.29585702078683035,12.000098444575704,1.7199425308528276,92.30775055847943,63.23451732318573,1.459768406022665,246.13851041031646,241.54940429209708,-4.589106118219377,246.26444668240018,1.0031486599047572,241.38257250104633,3.305796511080724,244.25814936259067,248.27074400220968,234.77097947888487,247.99416552320778,0.013974852419472716,0.06412629140409276,3.098352095660033,42.67859560170272,0.8940177628232716,1
2017-07-26,247.7899932861328,247.1300048828125,247.75,247.42999267578125,47575400.0,228.5509033203125,SPY,4.039490303897608e-05,246.59889051649304,241.5662865774972,1.0208332214329143,51795633.333333336,67013665.71428572,0.7729115066494824,247.4199981689453,0.6599884033203125,1.1732158615672914,1.4585657699628878,0.8043626730642,247.8000030517578,247.16000366210938,0.0,0.029998779296875,0.39184049422448264,0.2013598471090063,0.3925264913428204,0.30592472358900985,33.398840491384554,17.163068937715433,26.91181292104558,20.974352332208777,32.0,12.0,22.718799751018825,14.567886297376091,244.30999755859375,247.8000030517578,233.0800018310547,247.8000030517578,89.39800018362983,97.48634276296012,92.39781253795161,87.5696558879186,1.0551350419397858,0.0099945068359375,0.0099945068359375,0.0,0.3688880072699653,0.034444173177083336,0.47957109723772323,0.29585702078683035,10.709736168537113,1.620955608767729,91.46009794236953,61.84597722087476,1.478836652798481,246.39680686340944,241.71505466910227,-4.681752194307165,246.59889051649304,0.7905924132719873,241.5662865774972,3.2789396829465414,245.01770568994908,248.180075343037,235.00840721160412,248.1241659433903,0.012314845468395008,0.054823655838436514,3.1692054299747383,42.77691951475045,0.8465356070477593,1
2017-07-27,248.0,245.67999267578125,247.9600067138672,247.1999969482422,70766600.0,228.33847045898438,SPY,-0.0009295385941365808,246.78111267089844,241.7567151750837,1.0207828663297975,52962733.333333336,66835677.14285714,0.792432060202349,247.42999267578125,2.32000732421875,1.3006371351952313,1.4708720778808286,0.8842625777961162,247.7899932861328,247.1300048828125,0.0,1.45001220703125,0.3483026615328735,0.3400989982114779,0.38691897003792297,0.32226883049532756,26.77938774065464,26.14864584505559,26.30541267704121,21.910051549801604,1.0,9.0,20.3055997786834,14.488345064556434,244.6699981689453,248.0,233.17999267578125,248.0,75.97589754164089,94.60187141439226,90.53763163823618,88.09242926961329,1.0277572362221863,-0.2299957275390625,0.0,0.2299957275390625,0.2422214084201389,0.05999925401475695,0.47957109723772323,0.2891424996512277,4.037073666958659,1.6585977426915663,80.14720319538644,62.38618637403945,1.2846947033251872,246.557444880376,241.86956008541608,-4.687884794959928,246.78111267089844,0.7056448339726197,241.7567151750837,3.2118826309358326,245.3698230029532,248.19240233884366,235.33294991321205,248.18048043695538,0.006678609732666763,0.05699748625032175,3.0573225133559276,36.777981005720214,0.7202096707884001,-1
2017-07-28,247.05999755859375,246.1300048828125,246.64999389648438,246.91000366210938,50088400.0,228.07061767578125,SPY,-0.0011731120134015338,246.93444654676648,241.9491437639509,1.0206047548061559,54802344.44444445,66569798.571428575,0.8232313394435498,247.1999969482422,1.0699920654296875,1.275009905221282,1.465145220560098,0.8702276657148491,248.0,245.67999267578125,0.0,0.0,0.3096023658069986,0.3023102206324248,0.38139155618023834,0.31766499005968,24.28234984992263,23.71042133825289,26.030972959420318,21.681467857380206,1.0,9.0,18.16053313660747,14.40994013506277,244.6699981689453,248.0,233.77999877929688,248.0,67.26739523907715,92.33476621433982,87.76904354224104,88.62280731090314,0.9903663199737404,-0.2899932861328125,0.0,0.2899932861328125,0.2422214084201389,0.08888753255208333,0.47957109723772323,0.28714250837053573,2.7250324254215306,1.670150128447276,73.15459610027855,62.54892227421265,1.1695580585636782,246.6279566367227,242.0115444115201,-4.616412225202595,246.93444654676648,0.5271625074581388,241.9491437639509,3.1082260438048057,245.8801215318502,247.98877156168277,235.7326916763413,248.1655958515605,0.005620514355367812,0.05770219790879283,2.9757053150850084,29.17439431338018,0.4485101033143738,-1
2017-07-31,247.47999572753906,246.52999877929688,247.3699951171875,246.77000427246094,65838700.0,227.94131469726562,SPY,-0.0005670057412499041,247.05777994791666,242.1124295915876,1.0204258425090822,57368588.88888889,66187891.428571425,0.8667535352867353,246.91000366210938,0.9499969482421875,1.238897354445827,1.457785959526985,0.8498485983825897,247.05999755859375,246.1300048828125,0.4199981689453125,0.0,0.32186856615570014,0.2687201961177109,0.3819430792197394,0.31312691877311316,25.98024485246202,21.69027120393784,26.200216617785944,21.479622349683964,9.0,10.0,17.142696121428862,14.34694099027616,245.67999267578125,248.0,234.1300048828125,248.0,46.98311015232433,91.13196711933324,82.49007450990183,88.95929177313991,0.9272789032568336,-0.1399993896484375,0.0,0.1399993896484375,0.2277764214409722,0.1044430202907986,0.4524283272879464,0.2891424996512277,2.1808678148791456,1.5647244103986062,68.56203846880088,61.00945598889585,1.1237936375187423,246.65636616387036,242.14558553436353,-4.510780629506826,247.05777994791666,0.24726982198820605,242.1124295915876,3.055779220948096,246.56324030394023,247.55231959189308,236.00087114969142,248.2239880334838,0.004518442537672085,0.04856806370541289,2.9299701466279657,25.434034402154904,0.39744022379701766,-1
2017-08-01,247.5,246.72000122070312,247.4600067138672,247.32000732421875,55050400.0,228.44931030273438,SPY,0.0022288083731218933,247.09444681803384,242.2942868913923,1.0198112798622991,57814822.222222224,65397328.571428575,0.8840547998696223,246.77000427246094,0.779998779296875,1.1879086238737213,1.4481032855236977,0.8203203706178468,247.47999572753906,246.52999877929688,0.0200042724609375,0.0,0.28832808907850427,0.23886239654907637,0.3767725248374708,0.30865367707635444,24.271908064635326,20.10780894663058,26.018346108593583,21.31434132923272,9.0,10.0,16.237952107936767,14.284841833272214,245.67999267578125,248.0,234.55999755859375,248.0,70.69006340269922,94.94053160521524,79.2506586820565,89.41993876097465,0.8862750274734441,0.5500030517578125,0.5500030517578125,0.0,0.1411098904079861,0.1044430202907986,0.46028551374162946,0.27842821393694195,1.3510705647452235,1.6531568666596206,57.46618519260113,62.309051056637266,0.922276687224235,246.78909439594005,242.29134389464116,-4.497750501298896,247.09444681803384,0.26009820376546755,242.2942868913923,2.9794564649139477,246.5742504105029,247.61464322556478,236.3353739615644,248.2531998212202,0.0013360938649957799,0.05426493535552357,2.767293144674852,33.801288255938324,0.46893049880170345,1
2017-08-02,247.60000610351562,246.3699951171875,247.47000122070312,247.44000244140625,47211200.0,228.56015014648438,SPY,0.0004851816013016208,247.13222418891058,242.44100123814175,1.0193499570073166,57823266.666666664,64368775.71428572,0.8983123575835485,247.32000732421875,1.230010986328125,1.1925866641464329,1.4449876812494753,0.8253265267391122,247.5,246.72000122070312,0.0,0.350006103515625,0.2562916347364482,0.2512116973231373,0.37139006019693555,0.30924442602548685,21.490399183683913,21.064439581247242,25.70195338106938,21.401180787789443,1.0,9.0,14.544846318166016,14.209344092796897,245.67999267578125,248.0,235.42999267578125,248.0,75.86225040119965,95.54497030789474,77.10985418897765,89.6492650695122,0.8601281240753982,0.1199951171875,0.1199951171875,0.0,0.1422203911675347,0.1044430202907986,0.42514256068638395,0.27842821393694195,1.3617031638069574,1.5269377864941147,57.657676234466074,60.426409967638946,0.9541800723449291,246.9192760050333,242.43637652976133,-4.482899475271978,247.13222418891058,0.28454837467735045,242.44100123814175,2.976325410900871,246.56312743955587,247.7013209382653,236.48835041634,248.3936520599435,0.0013759462949920476,0.043302290980097746,2.5868520848891308,35.55432901730329,0.19313411527403943,1
2017-08-03,247.33999633789062,246.63999938964844,247.30999755859375,246.9600067138672,40856000.0,228.11680603027344,SPY,-0.001939846923711186,247.14111328125,242.56114414760046,1.018881709804529,53213844.44444445,63856742.85714286,0.8333316430418605,247.44000244140625,0.8000030517578125,1.1489662627699195,1.43577361511388,0.8002419397286306,247.60000610351562,246.3699951171875,0.0,0.0,0.22781478643239841,0.22329928650945538,0.3660844879084079,0.304826648510837,19.82780468098203,19.434799240416954,25.497368391142327,21.230829519503278,1.0,9.0,13.039863393925348,14.134924891471227,245.67999267578125,248.0,235.42999267578125,248.0,55.172844702849176,91.72639077044093,73.04229091358302,89.69908241403051,0.8143036578282535,-0.4799957275390625,0.0,0.4799957275390625,0.1422203911675347,0.133331298828125,0.40542820521763395,0.2852852957589286,1.0666692098369828,1.4211324987468978,51.61296276926295,58.69701470210455,0.8793115464424529,246.9274221468001,242.5638027321305,-4.363619414669586,247.14111328125,0.2768292246427236,242.56114414760046,2.9867061372099792,246.58745483196455,247.69477173053545,236.5877318731805,248.53455642202042,0.00032405148036462883,0.03525467849306496,2.503470162784339,21.2797868022814,0.051852270479527535,-1
2017-08-04,247.7899932861328,246.97000122070312,247.52000427246094,247.41000366210938,60191800.0,228.53240966796875,SPY,0.0018221450275694995,247.2066684299045,242.68985857282365,1.018611448717481,54721566.666666664,63506590.0,0.8616675319312006,246.9600067138672,0.829986572265625,1.113524074936109,1.427119514501762,0.7802598616450592,247.33999633789062,246.63999938964844,0.4499969482421875,0.0,0.2525016933001527,0.19848825467507145,0.3672832373417476,0.30047198210353937,22.67590786617169,17.82523244380326,25.73598311911347,21.054437210778424,12.0,10.0,12.924323016822532,14.075854535878781,245.67999267578125,248.0,235.42999267578125,248.0,74.56920365157454,95.30631667370731,71.83474707930746,89.81428067675454,0.7998143116888483,0.4499969482421875,0.4499969482421875,0.0,0.19222005208333334,0.12666490342881945,0.4118567330496652,0.2831423078264509,1.5175478516932137,1.454592696553524,60.278808630094744,59.26004337077623,1.0171914362759462,247.02393844986196,242.70031543438344,-4.323623015478518,247.2066684299045,0.26067006458645164,242.68985857282365,2.9989009675385234,246.6853283007316,247.7280085590774,236.69205663774662,248.6876605079007,0.0023903910557607766,0.03779366609185919,2.508998960607215,29.061262090535372,0.1808892916289098,1
